ref_id,section,bug_description,reported_date,severity,due_date,dev_type,eta,actual,status
QA-583,,"[Transfer to another program][Re-Admission] [Partial paid] This case I paid payment of term 2 partially, then I paid again for next payment of term partially, that payment amount is going to devide to payment of term 2 & 3, but after I paid it, I notice there's Overpaid line generated, I think that should not generated in there (Student card -> Finance tab, Master Transaction, Operation Lines). || Video",03/17/2023,Major,,1,0:20,,PASS
QA-584,,"[New Data][Export SAGE][CSV] When I export sage the manual billing Scholarship fees  22-23 EFABOR 1 Communication, In column payer display student name but when I check on student balance, the payer name for Scholarship fees  22-23 EFABOR 1 Communication only display ""-"".  Student Card Video CSV",03/17/2023,Moderate,,1,0:20,0:38,PASS
QA-585,01 (Student Balance),Test Data: Student: A39685 - Mrs Laurine ROUAULT Test Case: 1/ I paid half of term using manual payment 2/ check in the commentaries generated comment when I paid term 3/ removed term in the student balance and check in the commentaries. comment not removed  Video,03/17/2023,Moderate,,1,0:05,0:05,PASS
QA-586,03 (Unbalanced balance),"[Existing Data] Condition: 1/ I have student FI i transfer to FC Partial Prorgam EFAPLIL 1 Communication 2/ Then i transfer to FI program ICART Bordeaux 1  Issue: On unbalance balance menu i see the legal entity is GROUP EDH PARIS but on student balance, operation lines and master transaction table the legal entity is EFAP PARIS MBA  note : i check on intake channel > icart > legal the legal entity is EFAP PARIS MBA Student : A13725 CASTAGNON Eva Mme  Video Video2",03/17/2023,Moderate,,1,0:25,0:24,PASS
QA-587,12 (Master Table Transaction),When user click on icon to remove an add manual payment that was added we need to generate a commentary Link to thread,03/20/2023,Improvement,,1,0:30,0:27,PASS
QA-588,01 (Student Balance),"[New Data][FI][complete Registration Form] After I change the student status from Registered to Postpone Registration, I see on Student Balance table have incorrect Solde colum for the Avoir line generated. video | student",03/20/2023,Major,,1,0:10,0:10,PASS
QA-589,12 (Master Table Transaction),Solde are not calculated correctly if I edit/remove some manual action  Link to thread Link video,03/17/2023,Blocking,03/20/2023,1,0:45,1:00,PASS
QA-590,12 (Master Table Transaction),"[Master transaction tabel] [Operation Line] I notice the avoir transfer display wrong program connected, the line avoir should generate to cancel billing in the initial program, not cancel billing of new program that not generated yet Link video",03/20/2023,Moderate,03/20/2023,1,0:15,0:30,PASS
QA-591,03 (Unbalanced balance),"[New Data][School Amandment] 1/ I have student FI i transfer to FC partial 2/ then i send school amandment for this student on unbalance balance 3/ on mailbox i can click the school amandment link  issue: when i click pdf button on form filling school amandment i see there is swal error displayed ""Canot read property htmls of null ""  Video | form filling | student card",03/20/2023,Moderate,03/20/2023,1,0:15,,PASS
QA-592,,"[Student balance]  I see the new line generated for rest of payment after make partial payment not displayed correct due date, now it display date when the line generated   Video | Student card",03/20/2023,Moderate,03/20/2023,1,0:20,0:30,PASS
QA-593,01 (Student Balance),"[New Data][Student Balance] 1/ I have student FI, then i transfer to FC partial 2/ I add billing manual and add payment line manual 3/ I pay the term 1 using manual payment 4/ I transfer again student from FC to FI  Issue: On student balance i see the term that already paid is not populated in student balance, it should be popuated because the term 1 is already paid || Video || Student Card",03/20/2023,Moderate,03/20/2023,1,,,PASS
QA-594,01 (Student Balance),"[New Data][FC Personnel] After I change the student status from 'Registered' to 'Postpone Registration'. I see the 'Avoir of Term' line that generated didn't have the indexing of the term. It should have the indexing because it's mention on the spec doc, also it's for the term indexing. video | spec_doc  note : it also generating in Operation Lines & Master Table Transaction (generating only 'Avoir of Term' without indexing)",03/20/2023,Moderate,03/20/2023,1,0:25,0:20,PASS
QA-595,01 (Student Balance),"[Student card][Student balance] When I make payment from Asking payment, I notice that there's new line Down Payment generated, event thought paid for term 2   Video | Student card",03/20/2023,Major,03/20/2023,1,0:30,0:15,PASS
QA-596,12 (Master Table Transaction),"[Master transaction tabel][Operation Lines] When I make manual payment for pending term, I notice that : 1/ In the operation line generate new line of DP  2/ In the master transaction tabel displayed wrong amount of Payment term and line DP also generated again  Video | Student card   Note : the issue might be related with QA-446",03/20/2023,Moderate,03/20/2023,1,0:20,1:00,PASS
QA-597,01 (Student Balance),"[New Data][FC Personnel] After I change the student status from Postpone Registration to Registered, I see the re-generating 'Billing of Term' line didn't have indexing on the Operation Name, I think it suppose to display 'Billing of Term 1' because the next re-generating 'Billing of Term' line displaying 'Billing of Term 2'. This issue also happen in the Operation Lines & Master Table Transaction. video | student",03/20/2023,Moderate,03/20/2023,1,0:25,0:15,PASS
QA-598,01 (Student Balance),"[New data] Student : A35261 - Mr Simon ANDRIET FC Partiel  After user pay partial paid for term 1 (Financement) with 50% amount of term 1 I see the calculation on amount late are not updated, it is still display with the amount term 1 + term 2 Link to student card  Link to video",03/20/2023,Moderate,03/20/2023,1,0:20,,PASS
QA-599,12 (Master Table Transaction),Actor of avoir-transfer is dipslyed by ' - ' it should be displayed by the actor who trigger/complete the action  Condition :  -> Student FC-Partial -> Paid the DP by 50% using transfer (manual payment) -> Transfer student to another program ->  Go to master transaction table  video,03/20/2023,Moderate,03/20/2023,1,0:20,,PASS
QA-600,01 (Finance Follow up),[Finance > Follow Up Student] When try to asking payment for the financial support I see swall error displayed Condition :  -> Student FI  -> Paid DP partially -> Student transfered to another program Video || Swall,03/21/2023,Blocking,,1,0:30,0:40,PASS
QA-601,01 (Student Balance),Solde of student balance is not consistent for student that already paid dp partially and get transfer  -900 -> 0 -> 0  VIDEO  Condition :  -> Student FC-Partial -> Paid the DP by 50% using transfer (manual payment) -> Transfer student to another program ->  Go to master transaction table,03/21/2023,Major,,1,0:45,0:20,PASS
QA-602,01 (Student Form),"[Student card][Contact] When I add Financial support from form filling I notice when Check in the Student card -> Contact the ""Relation"" column still empty even if in the form filling I just complete to fill the field""  Video",03/21/2023,Moderate,,1,0:15,0:11,PASS
QA-603,12 (Master Table Transaction),"[New Data][Student Balance] 1/ I have student FI, then i transfer to FC partial 2/ I add billing manual and add payment line manual 3/ I pay the term 1 using manual payment 4/ I transfer again student from FC to FI 5/ on master transaction table, student balance and operation lines i see manual billing is generate to avoir  Issue: 1/But i notice, in column nature is populated with Billing. It should populated with avoir to make consistent  with billing automatic when generated to avoir the nature column is populated with avoir | video | student card | thread 2/ I see the amount doesn't populated in column debit/credit in master transaction table and student balance | Video",03/21/2023,Moderate,,1,0:45,0:40,PASS
QA-604,12 (Master Table Transaction),"[Master transaction tabel] [Time] I notice in the column time on the master transaction tabel displayed inconsistent data, for manual billing it displayed 23:59 ; but for automatic billing it display 07:59. We should make it consistent using UTC Video",03/21/2023,Minor,,1,0:30,0:25,PASS
QA-605,02 (Operation Lines - Not Exported),"Operation line Not exported : I paid the term 1 (before it was partially paid by 50%), then i paid full the term 1 so the term 1 is now fully paid. but when i go to menu finance - operation line Not Exported for the ine of remaining (the second line of) Paiement de l'échéance 1 it is displayed but the program is not displayed  First I pay : 650 then i pay the remaining amount of the term : 649  VIDEO  Condition :  -> Student FC-Partial -> Paid the DP by 50% using transfer (manual payment) by the Financement (Company - GEAT) -> Go to operation lines  -> paid the remaining term  -> go to operation lines",03/21/2023,Minor,03/22/2023,1,0:20,0:50,PASS
QA-606,01 (Student Balance),"For the partially paid terms, it will generate new line of remaining term. I can see the new remaining term line the date is -1 from the original due date of term  video  Condition :  -> Student FC-Partial -> Paid the DP by 50% using transfer (manual payment) by the Financement (Company - GEAT) -> Go to operation lines  -> paid the remaining term  -> go to operation lines",03/21/2023,Moderate,03/22/2023,1,0:20,0:50,PASS
QA-607,01 (Finance Organization),History of finance organization is not updated when data is created,03/21/2023,Moderate,,1,1:30,1:00,PASS
QA-608,01 (Student Balance),"[New data] Student condition :  1/ Student Paid DP partial 2/ Transfer to another program 3/ generate payment line and select method credit card 3/ asking for payment and select method Transfer  After I asking for payment with method transfer and paid partially pending, I see the line generated are with nature SEPA, but before I add manual payment and select payment method Credit card",03/21/2023,Minor,,1,0:30,0:27,PASS
QA-609,01 (Student Balance),"[New Data][FC Student] Student condition :  1/ FC Partial Student 2/ Pay Down Payment partially (through Manual Payment with Transfer method) 3/ Transfer to FC Personnel  After I transfer the student to FC Personnel, I see there is 'Payment of Down Payment' line (that still unpaid) still displayed, it shouldn't displayed because 'Payment of Down Payment' is Payment Flux line. So it will removed after we transfer the student to another program student | video",03/21/2023,Moderate,,1,0:45,0:36,PASS
QA-610,01 (Student Balance),"[New Data][FI student] student condition : 1/ FI student 2/ Pay Down Payment partially (through Manual Payment with Transfer method) 3/ Transfer to another FI program 4/ Add Manual Action Billing & Payment (Payment of Term) 5/ Pay one of the 'Payment of Term'  (partially) with Asking for Payment by Transfer method  After I pay one of the Payment of Term partially using Asking for Payment form (Transfer method), I see on the Student Balance table, the 'Payment of Term' line that have 'Pending' status have 'Pencil' icon on the Action column. This icon shouldn't displayed because it already paid using 'Asking for Payment' (even when it's still Pending). video | student",03/22/2023,Moderate,,1,0:20,0:30,PASS
QA-611,12 (Master Table Transaction),"[New Data][Master transaction tabel][Export] When I export the manual billing Scholarship fees, I notice there is an inconsistent display in column payer. In the CSV files, it display payer name but when I check on student balance, the payer name for billing line display ""-"".  Note : It might be relate with QA-432 Student Card | Video | CSV",03/23/2023,Moderate,,1,0:30,1:00,PASS
QA-612,01 (Student Balance),The school contract amendment should be sent also to the financial supports (in cc of the notification)  Link to thread,03/23/2023,Improvement,,1,0:25,0:33,PASS
QA-613,01 (Student Balance),"When there is a term partially PAID and I add an avoir (amount avoir is less than the amount of term to paid), the balance become unbalanced and there is issue in the update of finance status + student balance  Link to video",03/23/2023,Blocking,,1,0:30,1:06,PASS
QA-614,03 (Unbalanced balance),"[Relate with QA-464] When click on send school amendment, first there should be a pop up to display the school contract amendment that will be send (so user can verify it's ok) with a button ""Confirm sending""  Link to thread",03/23/2023,Improvement,,1,0:15,0:12,PASS
QA-615,01 (Student Balance),"[Invoice] Test data : A30347 - AVENTIN Morgane Mme Case : Student overpaid the term and when check on the Invoice the data for overpaid is not displayed correctly. for ex : Total term of student 7500, then student pay term 8000, in student balance it will generate overpaid 500  1. Need to fix how we get the data for the invoice, no need to do the calculation for invoice for invoice only need to display the data from student balance, 2. Need to fix the date generation for scholarship fee in the PDF Invoice because currently it display either 24 or 26. Link to thread  Link to thread Link video",03/24/2023,Major,,1,0:30,0:30,PASS
QA-616,01 (Mailbox),"Improvement: When user (student or FS) sign the amendment of school contract, we need a notification sent to student +FS in cc to inform them the signature was success with the PDF of amendment school contract in attachment THREAD",03/27/2023,Improvement,,1,0:30,0:36,PASS
QA-617,01 (Student Balance),When there is a chargeback line generated it increased the total amount and amount billed at the Finance Status table --> It's incorrect (it should not affecting the Finance Status table)   important note : the detail of this improvement can be found here,03/27/2023,Improvement,,1,0:30,0:45,PASS
QA-618,03 (Unbalanced balance),"Dropdown program in Unbalance balance is only showing option ""All' even there is data program populate in each row | Thread",03/31/2023,Moderate,,1,0:15,0:05,PASS
QA-619,Phase 01 : Improvement Intake Channel,[Registration Profile]Swal no currency available appear when user validate new registration profile,23/05/2022,Blocking,30/05/2022,0,0:45,0:45,PASS
QA-620,Phase 01 : Improvement Intake Channel,There is no swal bravo when validate assign program also the assigned student is/are not populated in follow up submenu,23/05/2022,Blocking,30/05/2022,0,0:45,0:45,PASS
QA-621,Phase 02 : Menu/Notification/InApp/User Permission,Cannot Assign a Registration Profile for a student in Follow Up Table (This issue happens when login as All user type that has permission in re-admission menu),24/05/2022,Blocking,30/05/2022,0,0:45,0:45,PASS
QA-622,Phase 02 : Menu/Notification/InApp/User Permission,Reset button and Pagination in Follow Up table is not working (This issue happens when login as All user type that has permission in Re-Admission menu),24/05/2022,Major,30/05/2022,0,0:45,,PASS
QA-623,Phase 02 : Menu/Notification/InApp/User Permission,Swall error when assign program in assignment table (This issue happens when login as All user type that has permission in Re-Admission menu),24/05/2022,Blocking,30/05/2022,0,0:45,0:30,PASS
QA-624,Phase 02 : Menu/Notification/InApp/User Permission,Re-Admission is not displayed in dropdown field module in InApp Tutorial,24/05/2022,Blocking,30/05/2022,0,0:45,0:21,PASS
QA-625,Phase 03 : Assignment Table Population,There is no logo in the left side of the title header,25/05/2022,Minor,30/05/2022,0,0:30,1:30,PASS
QA-626,Phase 03 : Assignment Table Population,Re-Admission menu is not above Finance menu,25/05/2022,Moderate,30/05/2022,0,0:30,0:33,PASS
QA-627,Phase 03 : Assignment Table Population,Search bar in column Program Desired is not aligned,25/05/2022,Minor,30/05/2022,0,0:30,0:21,PASS
QA-628,Phase 03 : Assignment Table Population,I cannot see tooltip when I am hovering on Current Program and Financial Situation,25/05/2022,Moderate,31/05/2022,0,0:25,0:13,PASS
QA-629,Phase 03 : Assignment Table Population,Swall error Error when typing in the search bar Program Desired,25/05/2022,Moderate,31/05/2022,0,0:30,0:37,PASS
QA-630,Phase 03 : Assignment Table Population,Improve tooltip view student card (It is displayed view not view student card),25/05/2022,Moderate,31/05/2022,0,0:25,0:12,PASS
QA-631,Phase 03 : Assignment Table Population,Improve localization Edit jury decision,25/05/2022,Localization,31/05/2022,0,0:25,0:09,PASS
QA-632,Phase 03 : Assignment Table Population,Sweet alert to fill mandatory field when submit edit program desired,25/05/2022,Blocking,31/05/2022,0,0:35,0:16,PASS
QA-633,Phase 03 : Assignment Table Population,Swall error on click send email button above table,25/05/2022,Major,31/05/2022,0,0:40,0:20,PASS
QA-634,Phase 05 : Assignment Table Edit Jury Decision & Program Desired,FR header pop up Edit Jury Decision is still incorrect,30/05/2022,Localization,31/05/2022,0,0:25,0:10,PASS
QA-635,Phase 05 : Assignment Table Edit Jury Decision & Program Desired,The screen keeps loading when I search in column Current Program then delete the search text,30/05/2022,Major,31/05/2022,0,0:30,0:40,PASS
QA-636,Phase 05 : Assignment Table Edit Jury Decision & Program Desired,Filter Financial Situation is still not working,30/05/2022,Major,31/05/2022,0,0:30,0:30,PASS
QA-637,Phase 05 : Assignment Table Edit Jury Decision & Program Desired,"When I edit Program Desired, the newest edited Program Desired is not populated in the pop up Edit Program Desired",30/05/2022,Moderate,31/05/2022,0,0:40,0:40,PASS
QA-638,Phase 08 : Improvement Student Card Student Tab,Swall Error on click tab Previous program in student card,30/05/2022,Major,31/05/2022,0,0:40,0:40,PASS
QA-639,Phase 08 : Improvement Student Card Student Tab,The previous program in the table is different from the student card,30/05/2022,Moderate,31/05/2022,0,0:45,0:45,PASS
QA-640,Phase 01 : Improvement Intake Channel,"Field template Form Admission for FI is empty, thus cannot save the Type of Formation to connect ReAdmission Form",31/05/2022,Blocking,31/05/2022,0,0:35,0:35,PASS
QA-641,Phase 07 : Readmission Follow Up Table,Filter in column Readmission email is still not working,31/05/2022,Major,01/06/2022,0,0:30,0:48,PASS
QA-642,Phase 07 : Readmission Follow Up Table,"Dropdown in filter bar S1, S2, and S3 do not appear when I click the filter bar",31/05/2022,Major,02/06/2022,0,0:45,0:30,PASS
QA-643,Phase 07 : Readmission Follow Up Table,There is no button Assign Registration profile in action column,31/05/2022,Major,01/06/2022,0,0:35,1:06,PASS
QA-644,Phase 07 : Readmission Follow Up Table,Send readmission email dialog is not displayed after click button send readmission email,31/05/2022,Major,01/06/2022,0,0:35,2:30,PASS
QA-645,Phase 07 : Readmission Follow Up Table,There is no title name in the pop up dialog resend readmission email,31/05/2022,Moderate,02/06/2022,0,0:30,0:35,PASS
QA-646,Phase 07 : Readmission Follow Up Table,There is no button Access to Form in action column,31/05/2022,Major,01/06/2022,0,0:30,0:20,PASS
QA-647,Phase 07 : Readmission Follow Up Table,"When I send email by select students and click button send email above the table, the recipient null",31/05/2022,Moderate,03/06/2022,0,0:40,0:40,PASS
QA-648,Phase 03 : Assignment Table Population,Action button Assign Program is not working properly,01/06/2022,Major,01/06/2022,0,0:45,0:45,PASS
QA-649,Phase 08 : Improvement Student Card Student Tab,Student from ReAdmission Assignment and follow  table is not displayed when searching in student card,01/06/2022,Moderate,03/06/2022,0,0:50,0:53,PASS
QA-650,Phase 03 : Assignment Table Population,Status and jury decision column size is way too big for the data that is inside and intake channel in the opposite is too small,01/06/2022,Minor,01/06/2022,0,0:35,0:25,PASS
QA-651,Phase 03 : Assignment Table Population,Type of formation column should display the sigle not the full name,01/06/2022,Minor,01/06/2022,0,0:30,0:19,PASS
QA-652,Phase 03 : Assignment Table Population,Update the Student number and type of formation header to be icon,01/06/2022,Improvement,01/06/2022,0,0:30,00:16,PASS
QA-653,Phase 03 : Assignment Table Population,Udpate text for button Import Assignment,01/06/2022,Improvement,02/06/2022,0,0:25,0:14,PASS
QA-654,Phase 01 : Improvement Intake Channel,Registration Profile is show in dialog Readmission Profile even i don't set in Intake Channel,01/06/2022,Major,01/06/2022,0,1:00,1:00,PASS
QA-655,Phase 09 : Improvement Student Card Finance Tab,Cann't see Finance History for the current program,01/06/2022,Major,02/06/2022,0,0:30,0:45,PASS
QA-656,Phase 09 : Improvement Student Card Finance Tab,Data on finance status is displayed incorrect,01/06/2022,Major,02/06/2022,0,0:30,1:00,PASS
QA-657,Phase 01 : Improvement Intake Channel,Registration Profile I set only for Re-Admission is not displayed in dialog assign registration profile,01/06/2022,Major,02/06/2022,0,0:35,0:35,PASS
QA-658,Phase 10 : Improvement Student Card Financement Tab,Full rate on current program displayed incorrect,01/06/2022,Major,02/06/2022,0,0:45,0:45,PASS
QA-659,Phase 02 : Menu/Notification/InApp/User Permission,"Improve table Notification Details of notif READ_REG_N1:
- Field Triggered is still wrong
- FR in field when and context is still wrong",01/06/2022,Major,02/06/2022,0,0:40,1:03,PASS
QA-660,Phase 03 : Assignment Table Population,Add New button “Financial situation” [FR] Situation financière,01/06/2022,Improvement,02/06/2022,0,1:30,1:30,PASS
QA-661,Phase 07 : Readmission Follow Up Table,"When I click send readmission email in column action then close the pop up, the screen keeps loading",02/06/2022,Major,02/06/2022,0,0:50,0:30,PASS
QA-662,Phase 07 : Readmission Follow Up Table,Field volume of hours in dialog readmission profile is not mandatory,02/06/2022,Major,02/06/2022,0,0:30,0:33,PASS
QA-663,Phase 07 : Readmission Follow Up Table,"When I tick the checkbox of send readmission email di pop up dialog registration profile, the email is not sent",02/06/2022,Major,02/06/2022,0,0:35,1:00,PASS
QA-664,Phase 07 : Readmission Follow Up Table,FR text Send readmission email in pop up dialog registration profile is still wrong,02/06/2022,Localization,02/06/2022,0,0:25,0:25,PASS
QA-665,Phase 07 : Readmission Follow Up Table,"Field due date in dialog send readmission email is not mandatory, I can click submit without filling the due date",02/06/2022,Major,02/06/2022,0,0:30,0:33,PASS
QA-666,Phase 04 : Assignment Table Program Assignment,Need to implement sweet alert to handle when user assign student with jury decision or financial status not set yet,02/06/2022,Moderate,03/06/2022,0,0:30,0:30,PASS
QA-667,Phase 04 : Assignment Table Program Assignment,Implement tooltip in column Financial situation that is not set (white dot),02/06/2022,Minor,03/06/2022,0,0:25,0:25,PASS
QA-668,Phase 08 : Improvement Student Card Student Tab,User can send ReAdmission Email to student before assignning registration profile,02/06/2022,Major,03/06/2022,0,0:40,0:40,PASS
QA-669,Phase 03 : Assignment Table Population,Localization FR for Not OK in column Financial Situation is incorrect,03/06/2022,Localization,03/06/2022,0,0:15,0:15,PASS
QA-670,Phase 04 : Assignment Table Program Assignment,Localization FR missing on text for filter above table,03/06/2022,Localization,03/06/2022,0,0:15,0:15,PASS
QA-671,Phase 06 : Assignment Table Import,"Update Dialog import to display text FR to be in 1 line, and the uploaded file name to be below the text",03/06/2022,Moderate,03/06/2022,0,0:20,0:30,PASS
QA-672,Phase 03 : Assignment Table Population,[FE] Add New status [EN] In scholarship [FR] En cours de scolarité for ASsignment Table,03/06/2022,Improvement,,0,2:00,1:00,PASS
QA-673,Phase 08 : Improvement Student Card Student Tab,Update the order of program in Student Card to be from Oldest -> Newest,03/06/2022,Moderate,03/06/2022,0,0:20,0:20,PASS
QA-674,Phase 08 : Improvement Student Card Student Tab,Update text Registration on Student Card to follow the proper Registration or ReAdmission,03/06/2022,Moderate,16/06/2022,0,0:15,0:25,PASS
QA-675,Phase 01 : Improvement Intake Channel,Add new column ReAdmission Template Connected in Type of Formation table,03/06/2022,Improvement,03/06/2022,0,0:35,0:35,PASS
QA-676,Phase 07 : Readmission Follow Up Table,Column DP Method is taking Scholarship Fee method and not DP method,03/06/2022,Major,03/06/2022,0,0:30,0:30,PASS
QA-677,Phase 07 : Readmission Follow Up Table,error when filling FC form where there is Scholarship fee step,07/06/2022,Blocking,07/06/2022,0,0:40,1:00,PASS
QA-678,Phase 06 : Assignment Table Import,Implement sweet alert when Import is failed,07/06/2022,Moderate,07/06/2022,0,0:35,0:35,PASS
QA-679,Phase 06 : Assignment Table Import,Improvement on Sweet Alert when Import is Failed,08/06/2022,Moderate,08/06/2022,0,1:00,1:30,PASS
QA-680,Phase 03 : Assignment Table Population,[Subtask]Need to add new Status for Jury Decision,08/06/2022,Improvement,08/06/2022,0,0:30,0:30,PASS
QA-681,Phase 06 : Assignment Table Import,Handle import for new Jury Decision Status in Assignment Table,08/06/2022,Improvement,08/06/2022,0,0:45,0:45,PASS
QA-682,Phase 07 : Readmission Follow Up Table,Add new column Jury Decision in Re-Admission Follow Up Table,08/06/2022,Improvement,08/06/2022,0,0:45,0:45,PASS
QA-683,Phase 07 : Readmission Follow Up Table,Add button Edit Jury Decision in Re-Admission Follow Up Table,08/06/2022,Improvement,08/06/2022,0,0:30,0:30,PASS
QA-684,Phase 07 : Readmission Follow Up Table,[Subtask]Update the Export ReAdmission Follow Up table to handle the new Column Jury Decision,08/06/2022,Improvement,08/06/2022,0,0:40,0:40,PASS
QA-685,Phase 02 : Menu/Notification/InApp/User Permission,Localization for notification reference is not showing properly,08/06/2022,Localization,08/06/2022,0,0:35,0:23,PASS
QA-686,Phase 04 : Assignment Table Program Assignment,The dropdown list of filter column Jury Decision. the list is aligned center and some of the option not fully visible,06/08/2022,Minor,08/06/2022,0,0:35,0:45,PASS
QA-687,Phase 07 : Readmission Follow Up Table,"DP Status ""Rejected"" is not displayed in the ReAdmission Follow Up Table",10/06/2022,Moderate,10/06/2022,0,0:35,0:35,PASS
QA-688,Phase 09 : Improvement Student Card Finance Tab,Finance Data for student in Readmission is displayed in both program,10/06/2022,Moderate,10/06/2022,0,0:40,1:00,PASS
QA-689,Phase 07 : Readmission Follow Up Table,Dropdown filter Jury Decision in Follow Up table is invisibe when there is no data to show,10/06/2022,Major,10/06/2022,0,0:30,0:45,PASS
QA-690,Phase 07 : Readmission Follow Up Table,SUper filter in follow up table is not emptied when reseting the table,14/06/2022,Minor,15/06/2022,0,0:30,0:18,PASS
QA-691,Phase 03 : Assignment Table Population,Data in column intake channel displayed full name of the program not the abbreviation of the program,14/06/2022,Moderate,17/06/2022,0,0:35,1:11,PASS
QA-692,Phase 03 : Assignment Table Population,"After I export, the nav bar displayed and covering some column of assignment table",14/06/2022,Moderate,15/06/2022,0,0:30,1:30,PASS
QA-693,Phase 02 : Menu/Notification/InApp/User Permission,Incorrect notification details for Notification READ_REG_N2,14/06/2022,Moderate,15/06/2022,0,0:35,,PASS
QA-694,Phase 02 : Menu/Notification/InApp/User Permission,Incorrect notification details for Notification READ_REG_N8,14/06/2022,Moderate,15/06/2022,0,0:35,0:50,PASS
QA-695,Phase 07 : Readmission Follow Up Table,ReAdmission email is not sent to all selected student using case Select All -> Assign Regis Profile -> tick the send readmission email -> fill the send readmission email dialog,14/06/2022,Major,15/06/2022,0,1:00,,PASS
QA-696,Phase 07 : Readmission Follow Up Table,Field to select user for Validator is not displayed so when I click submit it blocking me to submit the dialog,15/06/2022,Blocking,15/06/2022,0,0:35,,PASS
QA-697,Phase 07 : Readmission Follow Up Table,"Cann't send registration profile, blocked by sweet alert mandatory field, even  i already filling up mandatory field",15/06/2022,Blocking,15/06/2022,0,0:35,,PASS
QA-698,Phase 07 : Readmission Follow Up Table,The error message displayed when i export with filter status,15/06/2022,Major,16/06/2022,0,0:40,,PASS
QA-699,Phase 04 : Assignment Table Program Assignment,Error when I export assignment table with filter status,15/06/2022,Major,16/06/2022,0,0:40,0:46,PASS
QA-700,Phase 09 : Improvement Student Card Finance Tab,"Student Card - Finance tab:
There is error displayed when user try to change financial status on the Previous program",04/07/2022,Moderate,05/07/2022,0,0:45,,PASS
QA-701,Phase 07 : Readmission Follow Up Table,"I login as Admission member and go to Re-Admission follow up table, I use super filter to school BRASSART LYON level 4, then when I try to Export the data on the table, it seems nothing happen. nothing has been imported",04/07/2022,Major,04/08/2022,0,2:30,,PASS
QA-702,Phase 08 : Improvement Student Card Student Tab,The PDF of the school contract display in EN even the platform is in FR,07/04/2022,Moderate,05/07/2022,0,0:45,,PASS
QA-703,Phase 01 : Form Builder,"When I create a step with Question and field, and I change the toggle to  question/field, I cannot save the data, the button save is not activated",22/07/2022,Major,,0,0:45,0:00,PASS
QA-704,Phase 03 : Employability Survey Detail,"NO FR Localization on status ""Employability survey is not published"" on ES Details",22/07/2022,Localization,,0,0:30,0:00,PASS
QA-705,Phase 03 : Employability Survey Detail,"Need to add 1 column for Student Status if the student Active, suspended, Deactivated or Completed",22/07/2022,Major,,0,1:00,0:30,PASS
QA-706,Phase 03 : Employability Survey Detail,"Wrong FR in column Status, it must be Statut",22/07/2022,Localization,,0,0:20,0:10,PASS
QA-707,Phase 08 : Student UI Employability Survey,Student get error when accessing the form via employability survey menu or via pending task menu,22/07/2022,Blocking,,0,1:00,0:55,PASS
QA-708,Phase 03 : Employability Survey Detail,Do not display column selection checkbox if the ES is Continous ES,22/07/2022,Moderate,,0,0:30,0:30,PASS
QA-709,Phase 05 : Employability Survey ES Result Table,"Need to add option ""Not Sent"" on the column ES 1 so user can filter all the ES which still not sent. Icon color BLACK
[EN] Not Sent
[FR] Non envoyé",22/07/2022,Major,,0,0:45,0:00,PASS
QA-710,Phase 09 : Form Lifecycle Routing,Summary Step Type in Form Type Employability Survey is not displaying anything,22/07/2022,Major,,0,1:00,0:59,PASS
QA-711,Phase 03 : Employability Survey Detail,Sweet alert Send ES: reduce countdown to 2s only,22/07/2022,Minor,,0,0:30,0:20,PASS
QA-712,Phase 03 : Employability Survey Detail,"Column School: Currently Filter is displaying All school in the platform, it must display only all school that connected to the Title and Class",22/07/2022,Major,,0,0:30,0:20,PASS
QA-713,Phase 03 : Employability Survey Detail,"Text on toggle in Chain ES is not correct.
currently it display:
If OFF: ES send after previous ES
if ON: ES Send at the send date time

In spec doc it must be:
If OFF: 
[EN] Send the ES if send date is today and Ignore the status of previous ES
[FR] Envoyez l'EE si la date d'envoi est aujourd'hui et ignorez le statut de l'EE précédent

If ON:
[EN] Only send if send date is today and previous ES is completed or validated
[FR] Envoyer uniquement si la date d'envoi est aujourd'hui et que l'EE précédent est complété ou validé",22/07/2022,Localization,,0,0:25,0:30,PASS
QA-714,Phase 03 : Employability Survey Detail,"Send to Student button is not hidden after I successfully click on send to student and success
Based on spec doc it must be hidden once it is published",22/07/2022,Moderate,,0,0:30,0:54,PASS
QA-715,Phase 03 : Employability Survey Detail,Expiration date: user still able to select past date,22/07/2022,Minor,,0,,,PASS
QA-716,Phase 02 : Employability Survey Creation,"ES Table: Switch column Class and Title. it must be column Title first then Class, from left to right",22/07/2022,Minor,,0,0:30,0:04,PASS
QA-717,Phase 07 : Student Card Employability Survey,Data for Send fied is not populated in the ES card,22/07/2022,Major,,0,0:45,0:45,PASS
QA-718,Phase 10 : Form Lifecycle Task and Notification,"TASK: Validator receive task to validate the Form, but the task has no Description",22/07/2022,Major,,0,1:00,,PASS
QA-719,Phase 10 : Form Lifecycle Task and Notification,"TASK: Student receive task to do revision of ES after being rejected, but the task has NO Description",22/07/2022,Major,,0,1:00,,PASS
QA-720,Phase 10 : Form Lifecycle Task and Notification,Summary Step: Step optional that is not selected by the student must be not displayed in the summary,22/07/2022,Major,,0,0:40,0:05,PASS
QA-721,Phase 02 : Employability Survey Creation,List of Employabiliity survey table: I created ES Process and Template selected is not displayed in the table,22/07/2022,Moderate,,0,0:40,0:55,PASS
